Mean,Top1,Top5,Top10,Pos
1.0152,99.3038,100.0,100.0,563.0
2.8485,64.5332,91.1703,94.8035,564.0
2.6229,72.5367,92.8512,95.7862,565.0
2.1784,73.9283,96.0095,97.5684,566.0
1.1561,86.4932,100.0,100.0,567.0
1.5794,52.8694,99.2063,99.7558,568.0
1.368,88.4541,98.2603,99.7689,569.0
1.0048,99.5152,100.0,100.0,570.0
1.0073,99.8791,99.8791,100.0,571.0
1.2718,86.4124,100.0,100.0,572.0
1.0266,99.4681,99.7636,99.8818,573.0
1.0879,98.1547,99.254,99.843,574.0
2.6887,51.5348,92.4046,97.2452,575.0
1.0957,90.7818,100.0,100.0,576.0
2.4272,82.4592,91.6084,96.0956,577.0
1.0,100.0,100.0,100.0,578.0
1.0397,98.5869,99.5935,100.0,579.0
1.1208,95.6883,99.71,100.0,580.0
1.0,100.0,100.0,100.0,581.0
1.0,100.0,100.0,100.0,582.0
1.0011,99.8856,100.0,100.0,583.0
1.0453,98.1397,99.8519,100.0,584.0
1.1186,96.0455,99.2576,99.6212,585.0
1.8465,63.2164,97.6244,98.7557,586.0
1.545,61.9589,98.2334,99.5249,587.0
1.0786,96.753,99.7185,100.0,588.0
1.8155,78.3033,95.8146,98.4797,589.0
1.0006,99.9444,100.0,100.0,590.0
1.0128,99.3333,99.9444,100.0,591.0
1.0,100.0,100.0,100.0,592.0
1.0,100.0,100.0,100.0,593.0
1.6462,87.7644,96.9001,98.2586,594.0
1.084,95.8561,99.7819,99.9455,595.0
3.3271,69.6598,89.2012,93.6044,596.0
1.0,100.0,100.0,100.0,597.0
1.0237,97.9825,100.0,100.0,598.0
1.0,100.0,100.0,100.0,599.0
1.0036,99.7428,100.0,100.0,600.0
1.4575,92.2154,97.9167,98.2253,601.0
1.0044,99.7617,100.0,100.0,602.0
1.0,100.0,100.0,100.0,603.0
2.0109,58.209,93.2836,99.3035,604.0
1.2734,91.0826,98.4863,99.6709,605.0
1.8023,69.3156,97.5074,98.5192,606.0
1.3403,90.3066,98.8872,99.1345,607.0
2.2906,67.5335,93.3431,96.3199,608.0
4.1336,69.1675,87.61,93.8416,609.0
1.001,99.9028,100.0,100.0,610.0
1.0,100.0,100.0,100.0,611.0
1.0,100.0,100.0,100.0,612.0
1.2339,96.3407,98.7536,99.0892,613.0
2.006,68.9142,94.5236,97.2618,614.0
1.0,100.0,100.0,100.0,615.0
1.0297,97.9322,100.0,100.0,616.0
1.3093,91.6373,97.7695,99.5907,617.0
1.0,100.0,100.0,100.0,618.0
1.0014,99.9547,100.0,100.0,619.0
1.0,100.0,100.0,100.0,620.0
